address,latitude,created date,longitude,organisation,classification,name,category,title,type,website,tree common name,tree scientific name,planted date,theme,sub theme,info,female,male,wheelchair,operator,baby_facil
,-37.781971287851476,,144.95606844481355,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Royal Park,,,,,
,-37.79451455017051,,144.9159122539464,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Riverside Park,,,,,
,-37.819376190936254,,144.96425791163875,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Northbank Type,,,,,,,,,,,,
,-37.80719483579952,,144.97264821832775,,,,drinking_fountains,,Treated Timber Drinking Fountain / Carlton Gardens South,,,,,,,,,,,,
,-37.80333644461803,,144.94973046402842,,,,drinking_fountains,,Ornamental Drinking Fountain / Errol St North Melbourne,,,,,,,,,,,,
,-37.8200996090771,,144.96520412105647,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81191194838843,,144.97076931535327,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81108547106561,,144.986823716213,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Powlett Reserve,,,,,
,-37.79634473440512,,144.95295625926101,,,,drinking_fountains,,Treated Timber Drinking Fountain / Ievers Reserve,,,,,,,,,,,,
,-37.83352412979702,,144.98347223277543,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Kings Domain South,,,,,
,-37.81655981940826,,144.958479412123,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81906773607154,,144.95451978482612,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81262231879966,,144.95695726799045,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78972452756684,,144.95542692736785,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Royal Park,,,,,
,-37.81949228639884,,144.94459499380662,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.807152962975586,,144.95128617901676,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81013008750712,,144.99100554178736,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.814022713257685,,144.96377589639772,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.83822661704696,,144.9845757117782,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.80218636204077,,144.97111015985016,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.80154324073521,,144.97074694104214,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Carlton Gardens North,,,,,
,-37.78615201108828,,144.95349293828525,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Royal Park,,,,,
,-37.81992693832316,,144.94314585668042,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81890778973109,,144.97301938244627,,,,drinking_fountains,,Historic or Heritage Drinking Fountains / Birrarung Marr,,,,,,,,,,,,
,-37.811441273333834,,144.95511626726946,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82016422388396,,144.9419807414183,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Old Docklands Type,,,,,,,,,,,,
,-37.827924925554626,,144.98354503295144,,,,drinking_fountains,,unspecified type / Alexandra Park,,,,,,,,,,,,
,-37.81472791168905,,144.93868934270515,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,New Quay Central Park,,,,,
,-37.80831892386757,,144.97445245211898,,,,drinking_fountains,,Old Style Steel Drinking Fountain,,,,,,,,,,,,
,-37.82340947086067,,144.94065316721642,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Northbank Type,,,,,,,,,,,,
,-37.818393312901414,,144.94467796351668,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.787145044550506,,144.95944649397603,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Princes Park,,,,,
,-37.84105383065132,,144.98474159117376,,,,drinking_fountains,,unspecified type / Fawkner Park,,,,,,,,,,,,
,-37.83912302483119,,144.98029597307354,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Fawkner Park,,,,,
,-37.80696316737549,,144.97097533310074,,,,drinking_fountains,,Treated Timber Drinking Fountain / Carlton Gardens South,,,,,,,,,,,,
,-37.82006369883412,,144.94335006764553,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.82416129460037,,144.94386411864073,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81047413141583,,144.98106657764444,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Fitzroy Gardens,,,,,
,-37.81426414724787,,144.97865144245154,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Fitzroy Gardens,,,,,
,-37.81877097793573,,144.97408155357158,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Birrarung Marr,,,,,
,-37.811816918335545,,144.9647358013035,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.829394894475676,,144.97402641133465,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Kings Domain South,,,,,
,-37.789426340332234,,144.92521601291634,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.82093618828216,,144.94302877180849,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Old Docklands Type,,,,,,,,,,,,
,-37.807299202453336,,144.9638063589646,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81775113289117,,144.9668727624917,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78516928275589,,144.9629960270774,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Princes Park,,,,,
,-37.808763201408944,,144.9755999159518,,,,drinking_fountains,,Drinking Fountain / Monument Style Type 3,,,,,,,,,,,,
,-37.81370900165242,,144.96521920731234,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.78528312570061,,144.96618877508342,,,,drinking_fountains,,Drinking Fountain / Monument Style Type 5,,,,,,,,,,,,
,-37.812116364293914,,144.96242655579448,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.794860401126186,,144.97032531494713,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Neill Street Reserve,,,,,
,-37.81933413777128,,144.96443696866604,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Northbank Type,,,,,,,,,,,,
,-37.797011044237784,,144.96719442537855,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.817347815583766,,144.9877967436974,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.80873006707316,,144.945010465895,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Hawke and Adderley Street Park,,,,,
,-37.81522141134258,,144.96172628554172,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.82050899334054,,144.94485852337164,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Northbank Type,,,,,,,,,,,,
,-37.79332999851195,,144.97374160438724,,,,drinking_fountains,,Treated Timber Drinking Fountain / Neill & Canning Street Reserve (CARLTON),,,,,,,,,,,,
,-37.82553356070186,,144.96099800648864,,,,drinking_fountains,,Historic or Heritage Drinking Fountains / Boyd Community Hub (SOUTHBANK),,,,,,,,,,,,
,-37.82220232720067,,144.956603131736,,,,drinking_fountains,,Treated Timber Drinking Fountain / Batman Park,,,,,,,,,,,,
,-37.793822787803755,,144.958038101861,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78533232662653,,144.9534737646951,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.809792956338455,,144.95510199726527,,,,drinking_fountains,,Treated Timber Drinking Fountain / Flagstaff Gardens,,,,,,,,,,,,
,-37.817906690815356,,144.96632571147111,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.807115639803214,,144.95593164435638,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.83463602099828,,144.97488441712127,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.826019122772884,,144.96821302911962,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Grant Street Reserve,,,,,
,-37.82449321904346,,144.945698116347,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.818037935423334,,144.9566252834487,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.840591031294394,,144.9842020334054,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Fawkner Park,,,,,
,-37.82012801999004,,144.94484546150136,,,,drinking_fountains,,Historic or Heritage Drinking Fountains / Victoria Green,,,,,,,,,,,,
,-37.82514308986054,,144.97830100199906,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Kings Domain South,,,,,
,-37.79690982991827,,144.93887017448856,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Clayton Reserve,,,,,
,-37.81714667057808,,144.93410355599931,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Ron Barassi Senior Park,,,,,
,-37.80774274876369,,144.96308654177773,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82072500491043,,144.97068041637496,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Alexandra Gardens,,,,,
,-37.814286786699014,,144.94481901237222,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.813427946638626,,144.94277418583766,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Old Docklands Type,,,,,,,,,,,,
,-37.79515817674436,,144.9710380792056,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.78858107833513,,144.9262313297776,,,,drinking_fountains,,Drinking Fountain / Type 2,,,,,,,Stock Route Reserve (KENSINGTON),,,,,
,-37.777124890749405,,144.95150670643167,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Royal Park,,,,,
,-37.82087796877212,,144.97293196853022,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Alexandra Gardens,,,,,
,-37.837913044811074,,144.9818740242421,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Fawkner Park,,,,,
,-37.8060370483463,,144.95639004511094,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.82018203006011,,144.96060794598628,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.802013714097406,,144.95783228776227,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81030304680633,,144.9786636062916,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Fitzroy Gardens,,,,,
,-37.814436444048496,,144.97774297882825,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82039536598253,,144.94148537021343,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.7989933421049,,144.94335952463908,,,,drinking_fountains,,unspecified type / Gardiner Reserve,,,,,,,,,,,,
,-37.82249308106257,,144.97114401537564,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Queen Victoria Gardens,,,,,
,-37.81165168802,,144.98072416956458,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Fitzroy Gardens,,,,,
,-37.778630360270995,,144.96168045209797,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Princes Park,,,,,
,-37.79016688522425,,144.92406824328089,,,,drinking_fountains,,Treated Timber Drinking Fountain / Stock Bridge (KENSINGTON),,,,,,,,,,,,
,-37.82186723614085,,144.9572554993872,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81437281760768,,144.9443629296941,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.830658429920206,,144.97605393970306,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82469655350015,,144.9721174141578,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82317712092532,,144.94186784766944,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.8212095645359,,144.9694728091101,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Queen Victoria Gardens,,,,,
,-37.79786751874929,,144.92606408339236,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,JJ Holland Park,,,,,
,-37.79365820618429,,144.92352614663906,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Bayswater Road Park,,,,,
,-37.79639356481317,,144.9464489931069,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Pleasance Gardens,,,,,
,-37.77874396844592,,144.9527310464918,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Royal Park,,,,,
,-37.81961616571647,,144.94608043349226,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Docklands Park,,,,,
,-37.815185695578855,,144.95257756009232,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.824688315009205,,144.94695310036423,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81337112781817,,144.94357125504956,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Old Docklands Type,,,,,,,,,,,,
,-37.809593623030885,,144.96424038761432,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.7836624497961,,144.95999863520058,,,,drinking_fountains,,unspecified type / Princes Park,,,,,,,,,,,,
,-37.810693329155406,,144.983071937749,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Fitzroy Gardens,,,,,
,-37.810438177722986,,144.96409803572945,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.83028525455125,,144.97264952949166,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Shrine of Remembrance Reserve,,,,,
,-37.819571118805214,,144.97182464875007,,,,drinking_fountains,,unspecified type / Alexandra Park,,,,,,,,,,,,
,-37.798924491881245,,144.92595592847908,,,,drinking_fountains,,Treated Timber Drinking Fountain / JJ Holland Park,,,,,,,,,,,,
,-37.812430045460935,,144.96501543858767,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81767138974231,,144.9462535088493,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.80443768421831,,144.96343052616893,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81027785022815,,144.9610923413044,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.82842091627398,,144.98460191449672,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78528327065247,,144.96619195051946,,,,drinking_fountains,,Drinking Fountain / Monument Style Type 2,,,,,,,Hardy Reserve,,,,,
,-37.795118666338084,,144.95091878885694,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Royal Park,,,,,
,-37.79745516285821,,144.92349296059965,,,,drinking_fountains,,Historic or Heritage Drinking Fountains / JJ Holland Park,,,,,,,,,,,,
,-37.81152641068227,,144.9728037168352,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78493695299493,,144.96233927588727,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Princes Park,,,,,
,-37.80241728553812,,144.97202290316702,,,,drinking_fountains,,Leaf Type / With Bottle Refill Tap,,,,,,,Carlton Gardens North,,,,,
,-37.80726039782801,,144.95788106825034,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.809316361164214,,144.95453335359068,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.829762043290245,,144.9650239066239,,,,drinking_fountains,,Treated Timber Drinking Fountain / Sturt Street Reserve,,,,,,,,,,,,
,-37.80282308235531,,144.96630068198394,,,,drinking_fountains,,Drinking Fountain / Monument Style Type 2,,,,,,,Argyle Square,,,,,
,-37.81319698844885,,144.97374469190206,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.80663190787703,,144.95991334440367,,,,drinking_fountains,,Duke & Duchess of York Memorial Drinking Fountain,,,,,,,,,,,,
,-37.81331469375451,,144.9666513135716,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.78784948378831,,144.92456233354102,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Newmarket Reserve,,,,,
,-37.77990316842913,,144.96103894553204,,,,drinking_fountains,,Historic or Heritage Drinking Fountains / Princes Park,,,,,,,,,,,,
,-37.83210001827241,,144.975544260503,,,,drinking_fountains,,Treated Timber Drinking Fountain / Shrine Gardens,,,,,,,,,,,,
,-37.79889823757444,,144.94401837483926,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Gardiner Reserve,,,,,
,-37.811468256332006,,144.96175067722208,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.79735923804568,,144.97398629700336,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Station Street Park,,,,,
,-37.794034684551164,,144.91961812395766,,,,drinking_fountains,,Leaf Type / Dog Bowl,,,,,,,Stockmans Way,,,,,
,-37.80899368753833,,144.9728686722591,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.843405472059246,,144.9823703451879,,,,drinking_fountains,,Leaf Type / Dog Bowl,,,,,,,Fawkner Park,,,,,
,-37.811184402608355,,144.9751861982011,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81437973339851,,144.97601583515225,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81942840031672,,144.94578822758686,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.81678974689995,,144.96933696934119,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,,,,,,
,-37.82760195838954,,144.9819469602272,,,,drinking_fountains,,Treated Timber Drinking Fountain / Alexandra Park,,,,,,,,,,,,
,-37.81818027452629,,144.97128244641144,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.812710697465654,,144.96535589295792,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.811005097961136,,144.95862163735288,,,,drinking_fountains,,Stainless Steel Drinking Fountain / Leaf Type,,,,,,,Bottle Refill Tap,,,,,
,-37.81956008903184,,144.96060041327848,,,,drinking_fountains,,Drinking Fountain / Type 1,,,,,,,,,,,,
,-37.815691536791896,,144.98226715782863,,,,drinking_fountains,,Leaf Type / Dog Bowl ,,,,,,,Fitzroy Gardens,,,,,
